id_contrato,data_contratacao,nome_produto,valor_emprestimo,quantidade_parcelas,prazo_dias,taxa_juros_anual,valor_parcela,score_cliente,idade_cliente,renda_mensal,parcela_sobre_renda
227,2024-08-12 22:59:32.226633,Financiamento Veículo,14064.71,36,1080,13.73,478.86,521,30,4945.08,9.68
228,2024-07-09 22:59:32.226633,Empréstimo Pessoal,5640.93,12,360,13.1,504.1,510,44,4161.46,12.11
229,2026-02-24 22:59:32.226633,Empréstimo Consignado,7538.34,36,1080,12.730788483850281,253.02,592,41,5185.52,4.88
230,2025-04-26 22:59:32.226633,Empréstimo com Garantia,23009.86,24,720,11.95,1082.62,754,35,3434.98,31.52
231,2024-08-04 22:59:32.226633,Empréstimo Pessoal,7448.04,24,720,16.72,367.25,498,36,1126.28,32.61
232,2025-05-02 22:59:32.226633,Crédito Rotativo,15885.58,24,720,13.66,760.16,367,50,20527.58,3.7
233,2025-07-19 22:59:32.226633,Empréstimo Pessoal,13855.78,60,1800,19.08,360.04,605,36,5479.27,6.57
234,2024-06-20 22:59:32.226633,Empréstimo Pessoal,7932.47,36,1080,8.0,248.57,705,41,6494.45,3.83
235,2024-03-06 22:59:32.226633,Empréstimo com Garantia,74247.19,24,720,12.9,3526.36,770,68,4719.53,74.72
236,2026-06-16 22:59:32.226633,Crédito Rotativo,22184.19,48,1440,17.31,643.69,604,25,2937.81,21.91
237,2026-03-19 22:59:32.226633,Financiamento Imóvel,31237.47,240,7200,22.62,595.56,609,20,4315.0,13.8
238,2025-08-23 22:59:32.226633,Crédito Rotativo,15508.81,24,720,8.0,701.42,765,51,1604.27,43.72
239,2026-07-07 22:59:32.226633,Crédito Rotativo,7868.09,36,1080,11.74,260.36,463,34,24196.43,1.08
240,2025-05-31 22:59:32.226633,Empréstimo Consignado,26421.85,12,360,11.921675769114481,2346.58,611,38,2071.11,113.3
241,2025-06-24 22:59:32.226633,Empréstimo Pessoal,7086.76,24,720,23.62,373.34,669,33,2386.6,15.64
242,2024-08-11 22:59:32.226633,Empréstimo Pessoal,12188.05,48,1440,20.29,372.77,695,39,3611.28,10.32
243,2026-03-01 22:59:32.226633,Empréstimo com Garantia,20010.05,24,720,17.07,990.02,599,61,12108.38,8.18
244,2026-06-29 22:59:32.226633,Crédito Rotativo,26704.95,36,1080,12.48,893.12,653,52,4964.94,17.99
245,2025-07-27 22:59:32.226633,Empréstimo Consignado,5114.13,48,1440,10.69093285800338,131.41,401,52,2068.76,6.35
246,2025-07-07 22:59:32.226633,Crédito Rotativo,10223.04,12,360,11.45,905.68,584,25,11825.78,7.66
247,2024-01-31 22:59:32.226633,Empréstimo com Garantia,9136.6,36,1080,16.48,323.39,695,28,8198.45,3.94
248,2023-12-22 22:59:32.226633,Empréstimo Pessoal,7921.51,24,720,19.49,401.2,552,18,7164.58,5.6
249,2024-11-29 22:59:32.226633,Empréstimo Pessoal,54850.33,72,2160,20.18,1319.55,656,32,8111.3,16.27
250,2026-06-19 22:59:32.226633,Financiamento Veículo,18471.52,36,1080,27.9,763.05,695,53,26266.6,2.91
251,2024-01-23 22:59:32.226633,Crédito Rotativo,4872.16,60,1800,17.64,122.77,616,48,22687.43,0.54
252,2024-08-07 22:59:32.226633,Financiamento Veículo,27841.68,36,1080,12.12,926.34,667,39,3039.05,30.48
253,2024-11-21 22:59:32.226633,Empréstimo Pessoal,72964.26,12,360,16.79,6647.42,554,42,15317.01,43.4
254,2025-02-07 22:59:32.226633,Financiamento Imóvel,32076.04,240,7200,8.42,276.74,629,34,6426.71,4.31
255,2025-09-15 22:59:32.226633,Empréstimo Pessoal,3962.0,72,2160,10.31,74.02,711,44,6969.98,1.06
256,2025-01-12 22:59:32.226633,Empréstimo Pessoal,9068.96,48,1440,12.63,241.64,666,51,1503.29,16.07
257,2025-02-05 22:59:32.226633,Financiamento Imóvel,90967.73,180,5400,13.56,1184.68,591,23,4362.19,27.16
258,2025-01-01 22:59:32.226633,Empréstimo Consignado,7584.52,60,1800,8.0,153.79,672,46,2782.27,5.53
259,2026-07-08 22:59:32.226633,Crédito Rotativo,19054.44,24,720,9.47,874.61,721,53,8774.82,9.97
260,2024-12-09 22:59:32.226633,Empréstimo Pessoal,24827.5,24,720,24.71,1321.47,445,37,10402.03,12.7
261,2024-02-04 22:59:32.226633,Empréstimo com Garantia,6364.28,48,1440,12.68,169.73,766,50,1150.39,14.75
262,2025-09-14 22:59:32.226633,Financiamento Imóvel,60232.56,240,7200,15.63,821.31,616,75,4839.54,16.97
263,2024-04-01 22:59:32.226633,Empréstimo Consignado,999.23,60,1800,12.747067366823538,22.61,693,41,10778.44,0.21
264,2024-02-12 22:59:32.226633,Crédito Rotativo,5886.93,72,2160,13.38,119.36,770,47,4312.72,2.77
265,2026-03-11 22:59:32.226633,Empréstimo Pessoal,10915.57,36,1080,21.87,416.14,513,33,8187.34,5.08
266,2025-03-03 22:59:32.226633,Crédito Rotativo,4923.49,24,720,12.08,231.95,579,44,6284.34,3.69
267,2024-02-28 22:59:32.226633,Empréstimo Consignado,49312.31,48,1440,14.91086896783065,1370.17,621,48,6242.66,21.95
268,2024-02-06 22:59:32.226633,Empréstimo Pessoal,4255.16,24,720,15.04,206.4,572,44,4064.64,5.08
269,2025-12-04 22:59:32.226633,Empréstimo Consignado,9395.3,60,1800,10.817963088533135,203.42,823,30,2097.27,9.7
270,2026-06-25 22:59:32.226633,Empréstimo Pessoal,14832.74,36,1080,12.62,497.06,564,44,2241.56,22.17
271,2024-10-26 22:59:32.226633,Financiamento Imóvel,51339.8,240,7200,13.74,628.75,594,60,8075.15,7.79
272,2025-02-14 22:59:32.226633,Empréstimo Consignado,4235.73,12,360,12.88011985804629,378.09,670,47,4982.17,7.59
273,2024-07-16 22:59:32.226633,Empréstimo Pessoal,33878.33,48,1440,18.71,1007.79,530,54,4460.61,22.59
274,2024-04-24 22:59:32.226633,Empréstimo Consignado,13469.54,36,1080,8.863711373159898,427.47,610,39,3652.9,11.7
275,2026-02-09 22:59:32.226633,Empréstimo Consignado,6092.37,36,1080,12.914426127385028,205.02,682,51,3969.39,5.17
276,2024-09-09 22:59:32.226633,Crédito Rotativo,19335.2,24,720,14.97,937.22,617,45,10227.53,9.16
277,2026-07-09 22:59:32.226633,Financiamento Imóvel,74734.64,240,7200,17.13,1103.6,641,31,3886.75,28.39
278,2024-01-02 22:59:32.226633,Empréstimo Consignado,8265.34,60,1800,11.213235404510685,180.59,597,46,1922.26,9.39
279,2026-07-03 22:59:32.226633,Financiamento Veículo,14126.98,24,720,19.35,714.53,499,30,8271.38,8.64
280,2024-07-20 22:59:32.226633,Empréstimo com Garantia,9815.81,12,360,11.45,869.6,682,34,4258.13,20.42
281,2025-02-06 22:59:32.226633,Empréstimo Pessoal,14629.77,12,360,8.0,1272.62,825,44,5023.98,25.33
282,2025-08-13 22:59:32.226633,Crédito Rotativo,22690.57,48,1440,14.29,623.36,652,46,15143.17,4.12
283,2024-03-10 22:59:32.226633,Empréstimo com Garantia,47515.6,48,1440,21.65,1488.02,673,28,4844.54,30.72
284,2024-01-25 22:59:32.226633,Crédito Rotativo,4962.91,36,1080,18.25,180.04,719,55,6017.51,2.99
285,2024-07-17 22:59:32.226633,Financiamento Veículo,73601.94,24,720,22.37,3831.79,523,49,2153.29,177.95
286,2024-03-17 22:59:32.226633,Empréstimo Consignado,2802.68,36,1080,10.47516409879417,91.06,820,34,4214.27,2.16
287,2024-12-24 22:59:32.226633,Financiamento Imóvel,62985.21,240,7200,15.04,831.24,670,24,7530.13,11.04
288,2024-01-17 22:59:32.226633,Financiamento Veículo,21389.46,36,1080,12.73,717.92,813,40,1654.47,43.39
289,2024-12-01 22:59:32.226633,Empréstimo com Garantia,16727.23,84,2520,13.37,307.68,577,37,5656.68,5.44
290,2024-04-07 22:59:32.226633,Crédito Rotativo,8118.01,12,360,9.78,712.87,832,43,5274.05,13.52
291,2024-09-22 22:59:32.226633,Empréstimo Consignado,11310.67,48,1440,10.479272717567738,289.48,728,38,5058.88,5.72
292,2025-02-04 22:59:32.226633,Financiamento Imóvel,40276.93,180,5400,19.92,705.0,705,18,10157.94,6.94
293,2026-07-01 22:59:32.226633,Crédito Rotativo,8337.41,36,1080,13.84,284.31,673,37,6211.18,4.58
294,2026-06-21 22:59:32.226633,Empréstimo Pessoal,26362.07,48,1440,13.25,710.5,625,38,13830.76,5.14
295,2025-08-19 22:59:32.226633,Empréstimo Consignado,17776.14,48,1440,11.21277683593398,461.27,770,50,2451.58,18.82
296,2026-04-03 22:59:32.226633,Crédito Rotativo,7674.61,84,2520,17.73,160.09,664,34,5405.36,2.96
297,2024-11-27 22:59:32.226633,Empréstimo Pessoal,27437.88,12,360,11.94,2437.05,453,62,5214.13,46.74
298,2026-06-02 22:59:32.226633,Empréstimo Pessoal,17083.01,12,360,10.24,1503.78,538,19,2325.11,64.68
299,2024-05-25 22:59:32.226633,Empréstimo com Garantia,25598.52,48,1440,12.63,682.05,631,58,9598.93,7.11
300,2024-05-12 22:59:32.226633,Empréstimo Consignado,22108.18,36,1080,12.76486663138507,742.41,681,39,25016.01,2.97
301,2024-07-19 22:59:32.226633,Empréstimo Consignado,6882.96,24,720,9.375673597608964,315.63,644,52,4856.61,6.5
302,2024-12-18 22:59:32.226633,Empréstimo Consignado,8534.36,12,360,11.205769336864295,755.1,772,43,6998.95,10.79
303,2024-01-22 22:59:32.226633,Empréstimo Pessoal,24290.36,12,360,16.63,2211.13,455,56,5214.31,42.41
304,2025-06-17 22:59:32.226633,Crédito Rotativo,21770.18,60,1800,21.98,601.02,664,37,2982.42,20.15
305,2026-05-30 22:59:32.226633,Empréstimo com Garantia,13138.19,24,720,20.27,670.41,468,29,1373.98,48.79
306,2025-02-18 22:59:32.226633,Empréstimo Pessoal,14674.43,24,720,14.98,711.37,726,59,2998.77,23.72
307,2026-07-21 22:59:32.226633,Empréstimo Consignado,37128.19,24,720,11.917056444001705,1746.32,641,41,1854.98,94.14
308,2025-06-09 22:59:32.226633,Empréstimo com Garantia,8322.71,36,1080,8.47,262.61,692,45,16201.7,1.62
309,2025-02-15 22:59:32.226633,Empréstimo Pessoal,20695.63,12,360,21.92,1936.2,564,57,4534.29,42.7
310,2024-12-11 22:59:32.226633,Empréstimo Pessoal,11364.46,36,1080,12.06,377.79,778,30,3857.82,9.79
311,2025-01-21 22:59:32.226633,Empréstimo Pessoal,11224.51,12,360,16.27,1019.84,754,49,9158.23,11.14
312,2024-06-30 22:59:32.226633,Financiamento Veículo,32177.46,60,1800,8.48,659.86,708,35,2241.22,29.44
313,2024-12-06 22:59:32.226633,Financiamento Veículo,25856.91,24,720,8.26,1172.51,637,40,2873.24,40.81
314,2025-06-13 22:59:32.226633,Financiamento Veículo,25611.78,36,1080,17.93,925.03,708,43,5154.63,17.95
315,2024-05-22 22:59:32.226633,Crédito Rotativo,37963.6,60,1800,18.3,970.23,579,24,10098.46,9.61
316,2025-11-07 22:59:32.226633,Crédito Rotativo,13586.11,48,1440,8.77,336.61,736,33,6982.62,4.82
317,2026-05-02 22:59:32.226633,Empréstimo com Garantia,23053.26,36,1080,8.0,722.41,815,58,5847.84,12.35
318,2024-09-02 22:59:32.226633,Crédito Rotativo,10423.17,24,720,18.49,522.84,757,53,5191.0,10.07
319,2024-10-10 22:59:32.226633,Empréstimo Pessoal,17315.08,24,720,10.51,803.09,577,41,6503.95,12.35
320,2024-07-24 22:59:32.226633,Crédito Rotativo,12038.75,48,1440,22.49,382.5,686,45,5659.87,6.76
321,2026-08-12 22:59:32.226633,Financiamento Veículo,14437.68,84,2520,13.08,263.28,521,38,2389.93,11.02
322,2026-05-26 22:59:32.226633,Empréstimo com Garantia,21506.83,48,1440,17.05,621.14,707,58,5075.88,12.24
323,2025-10-26 22:59:32.226633,Empréstimo Consignado,6942.54,36,1080,9.801921550936282,223.37,695,40,2317.9,9.64
324,2026-04-29 22:59:32.226633,Empréstimo Consignado,71247.13,48,1440,15.593330403350034,2004.36,463,45,5201.79,38.53
325,2025-12-21 22:59:32.226633,Crédito Rotativo,5974.08,36,1080,14.6,205.93,534,56,3510.61,5.87
326,2024-06-17 22:59:32.226633,Crédito Rotativo,5057.61,12,360,14.75,455.89,622,33,29073.06,1.57
327,2024-10-25 22:59:32.226633,Financiamento Veículo,33741.66,36,1080,15.8,1182.93,620,61,4779.42,24.75
328,2025-06-29 22:59:32.226633,Empréstimo Consignado,25168.04,72,2160,10.293009039877317,469.99,529,24,1839.1,25.56
329,2024-01-20 22:59:32.226633,Financiamento Veículo,22010.96,24,720,17.92,1098.03,689,62,4474.16,24.54
330,2025-08-02 22:59:32.226633,Empréstimo com Garantia,22085.5,48,1440,11.93,580.84,675,38,7069.54,8.22
331,2024-06-25 22:59:32.226633,Financiamento Veículo,13229.48,24,720,14.24,636.69,631,39,15856.82,4.02
332,2026-08-01 22:59:32.226633,Empréstimo com Garantia,6517.18,36,1080,11.55,215.07,574,19,3253.16,6.61
333,2025-07-04 22:59:32.226633,Empréstimo com Garantia,14194.98,12,360,8.0,1234.8,755,37,1623.44,76.06
334,2026-03-04 22:59:32.226633,Empréstimo com Garantia,7771.91,36,1080,10.72,253.41,816,30,8706.16,2.91
335,2024-10-04 22:59:32.226633,Crédito Rotativo,29146.67,48,1440,28.02,1016.16,602,35,1869.79,54.35
336,2025-01-14 22:59:32.226633,Financiamento Imóvel,204945.24,240,7200,20.14,3504.2,589,40,3621.67,96.76
337,2024-11-30 22:59:32.226633,Empréstimo Pessoal,6902.25,48,1440,13.92,188.34,699,53,4103.79,4.59
338,2026-09-13 22:59:32.226633,Empréstimo Pessoal,10330.87,48,1440,14.41,284.44,614,44,4680.95,6.08
339,2025-04-03 22:59:32.226633,Financiamento Imóvel,86714.66,300,9000,15.39,1136.97,636,46,7961.84,14.28
340,2024-11-07 22:59:32.226633,Empréstimo com Garantia,8510.2,24,720,16.26,417.74,724,29,3045.61,13.72
341,2026-04-16 22:59:32.226633,Crédito Rotativo,6920.36,36,1080,12.92,232.91,459,31,4057.77,5.74
342,2025-10-18 22:59:32.226633,Empréstimo com Garantia,16235.41,24,720,17.93,809.99,782,64,4865.92,16.65
343,2024-03-13 22:59:32.226633,Empréstimo Pessoal,16252.03,84,2520,18.44,345.79,657,33,5457.35,6.34
344,2024-02-23 22:59:32.226633,Financiamento Veículo,8905.69,72,2160,19.41,210.28,609,62,5263.12,4.0
345,2025-08-14 22:59:32.226633,Crédito Rotativo,9165.2,36,1080,17.37,328.45,641,39,6668.86,4.93
346,2024-04-27 22:59:32.226633,Empréstimo Consignado,16084.96,60,1800,10.661126172733018,347.01,646,42,8872.29,3.91
347,2025-01-29 22:59:32.226633,Empréstimo Consignado,4194.51,36,1080,10.043384100355004,135.43,477,55,6469.43,2.09
348,2025-04-30 22:59:32.226633,Financiamento Veículo,4333.06,48,1440,14.98,120.55,799,57,6751.43,1.79
349,2024-10-05 22:59:32.226633,Empréstimo Pessoal,7519.42,12,360,13.15,672.14,654,41,1623.67,41.4
350,2024-05-09 22:59:32.226633,Financiamento Veículo,11262.59,48,1440,11.25,292.46,694,37,5090.64,5.75
351,2024-03-01 22:59:32.226633,Empréstimo Consignado,17132.39,12,360,15.596960174276235,1551.17,745,41,6875.06,22.56
352,2025-03-20 22:59:32.226633,Empréstimo com Garantia,43489.94,60,1800,24.79,1271.14,548,46,8186.64,15.53
353,2024-11-05 22:59:32.226633,Financiamento Imóvel,63801.65,120,3600,8.0,774.09,697,53,3027.08,25.57
354,2024-06-11 22:59:32.226633,Crédito Rotativo,11755.18,48,1440,8.54,289.97,623,42,3098.5,9.36
355,2026-06-26 22:59:32.226633,Empréstimo Consignado,13158.02,12,360,13.105810457198963,1175.89,735,49,3288.31,35.76
356,2026-01-07 22:59:32.226633,Crédito Rotativo,5990.78,24,720,19.51,303.47,437,62,7154.45,4.24
357,2025-04-01 22:59:32.226633,Empréstimo Consignado,13163.32,24,720,10.126815987512716,608.19,640,47,10134.66,6.0
358,2026-06-11 22:59:32.226633,Empréstimo Consignado,10604.92,36,1080,14.212463117719938,363.55,590,46,3695.16,9.84
359,2025-12-30 22:59:32.226633,Financiamento Imóvel,46313.76,300,9000,13.02,523.04,693,24,9279.6,5.64
360,2024-04-22 22:59:32.226633,Financiamento Veículo,6892.68,72,2160,21.51,171.19,697,18,5358.48,3.19
361,2024-09-27 22:59:32.226633,Crédito Rotativo,20241.24,36,1080,9.42,647.63,579,47,4505.26,14.37
362,2023-12-28 22:59:32.226633,Empréstimo Consignado,45532.93,24,720,12.401397388577756,2151.94,579,41,4238.78,50.77
363,2025-09-09 22:59:32.226633,Empréstimo Pessoal,12246.46,36,1080,14.7,422.73,639,36,8288.53,5.1
364,2026-04-15 22:59:32.226633,Empréstimo Pessoal,18423.26,36,1080,9.8,592.74,560,45,6172.78,9.6
365,2026-02-04 22:59:32.226633,Empréstimo com Garantia,23204.82,48,1440,12.44,616.1,734,41,24175.08,2.55
366,2026-01-31 22:59:32.226633,Financiamento Veículo,9691.69,36,1080,24.05,380.49,613,56,2706.58,14.06
367,2024-03-16 22:59:32.226633,Empréstimo com Garantia,15982.89,72,2160,20.92,391.41,359,43,7063.33,5.54
368,2026-09-07 22:59:32.226633,Financiamento Veículo,13494.99,36,1080,16.89,480.39,613,33,3393.3,14.16
369,2026-09-12 22:59:32.226633,Empréstimo Pessoal,14445.54,84,2520,10.78,245.68,546,54,2674.45,9.19
370,2025-03-04 22:59:32.226633,Empréstimo Consignado,7198.24,60,1800,12.514506842223003,162.0,487,39,4877.52,3.32
371,2025-12-22 22:59:32.226633,Empréstimo Pessoal,13624.27,24,720,15.6,664.49,526,48,5410.77,12.28
372,2024-04-11 22:59:32.226633,Empréstimo Consignado,19898.48,72,2160,11.311045582495094,381.93,661,36,37900.57,1.01
373,2025-05-20 22:59:32.226633,Empréstimo Pessoal,42655.64,12,360,18.75,3925.91,783,34,4320.38,90.87
374,2026-05-04 22:59:32.226633,Financiamento Imóvel,96411.41,120,3600,17.17,1686.01,681,43,2228.03,75.67
375,2025-10-14 22:59:32.226633,Empréstimo Pessoal,74797.97,36,1080,10.66,2436.76,589,42,5949.77,40.96
376,2026-01-28 22:59:32.226633,Financiamento Imóvel,40385.1,300,9000,15.31,527.0,696,48,1150.27,45.82
377,2025-03-29 22:59:32.226633,Empréstimo Consignado,26845.58,60,1800,10.501168026086054,577.03,604,39,4608.37,12.52
378,2025-09-19 22:59:32.226633,Financiamento Imóvel,38720.04,120,3600,22.08,802.44,581,20,4970.21,16.14
379,2025-06-03 22:59:32.226633,Empréstimo com Garantia,77021.69,48,1440,25.2,2562.42,535,37,8571.69,29.89
380,2025-09-20 22:59:32.226633,Financiamento Imóvel,139617.64,120,3600,13.42,2119.37,475,52,9716.06,21.81
381,2024-02-29 22:59:32.226633,Empréstimo Pessoal,6824.15,12,360,11.73,605.46,611,38,3454.74,17.53
382,2024-06-28 22:59:32.226633,Crédito Rotativo,8270.79,36,1080,8.39,260.67,666,39,4422.99,5.89
383,2025-02-27 22:59:32.226633,Financiamento Imóvel,60799.55,120,3600,14.03,945.11,640,54,2874.73,32.88
384,2025-04-21 22:59:32.226633,Empréstimo Pessoal,8772.67,48,1440,18.17,258.48,608,33,2231.34,11.58
385,2024-10-20 22:59:32.226633,Empréstimo Pessoal,7278.6,24,720,21.84,377.03,555,23,6105.38,6.18
386,2024-07-23 22:59:32.226633,Empréstimo Consignado,15067.8,84,2520,12.675532198109202,271.46,711,40,2015.23,13.47
387,2026-03-08 22:59:32.226633,Financiamento Imóvel,40877.11,120,3600,16.04,685.76,518,36,3676.66,18.65
388,2026-06-22 22:59:32.226633,Empréstimo com Garantia,59930.25,60,1800,14.2,1400.69,728,30,2448.86,57.2
389,2026-07-28 22:59:32.226633,Empréstimo com Garantia,28576.47,12,360,12.82,2549.96,550,40,7221.21,35.31
390,2025-01-27 22:59:32.226633,Empréstimo Pessoal,8420.94,60,1800,26.95,256.88,575,48,17343.99,1.48
391,2025-04-25 22:59:32.226633,Empréstimo Pessoal,6511.13,72,2160,10.94,123.73,503,42,1976.12,6.26
392,2026-03-07 22:59:32.226633,Financiamento Veículo,19801.94,36,1080,16.92,705.21,600,46,1343.3,52.5
393,2024-01-11 22:59:32.226633,Empréstimo Pessoal,4646.24,48,1440,23.16,149.33,748,64,4503.36,3.32
394,2025-06-05 22:59:32.226633,Crédito Rotativo,57824.45,48,1440,13.99,1579.85,702,38,4969.07,31.79
395,2024-05-01 22:59:32.226633,Financiamento Imóvel,60044.6,180,5400,12.09,724.12,748,45,5727.66,12.64
396,2026-08-10 22:59:32.226633,Empréstimo Pessoal,9178.87,36,1080,12.17,305.62,702,36,3595.99,8.5
397,2026-07-06 22:59:32.226633,Crédito Rotativo,3393.08,36,1080,16.3,119.79,540,32,4270.78,2.8
398,2025-05-13 22:59:32.226633,Empréstimo Pessoal,39462.18,12,360,22.52,3703.32,617,35,6356.65,58.26
399,2024-11-10 22:59:32.226633,Crédito Rotativo,12189.96,36,1080,9.56,390.82,572,36,10181.24,3.84
400,2024-04-03 22:59:32.226633,Empréstimo Pessoal,35963.26,12,360,20.01,3331.61,783,46,1250.71,266.38
401,2025-10-22 22:59:32.226633,Crédito Rotativo,3731.1,12,360,10.4,328.72,530,70,3796.15,8.66
402,2026-07-29 22:59:32.226633,Empréstimo Consignado,8270.91,12,360,10.90982554000882,730.65,739,33,5708.24,12.8
403,2025-05-05 22:59:32.226633,Empréstimo com Garantia,13415.89,72,2160,11.07,255.84,739,37,2584.83,9.9
404,2024-12-07 22:59:32.226633,Empréstimo com Garantia,13871.4,36,1080,14.28,475.98,833,41,16511.6,2.88
405,2025-11-24 22:59:32.226633,Empréstimo Pessoal,9320.28,72,2160,8.82,167.17,609,47,3150.17,5.31
406,2025-09-17 22:59:32.226633,Crédito Rotativo,21988.61,36,1080,15.89,771.86,721,45,4774.74,16.17
407,2025-11-22 22:59:32.226633,Empréstimo Consignado,5686.8,24,720,15.63351125915021,277.45,850,57,7253.33,3.83
408,2024-07-11 22:59:32.226633,Crédito Rotativo,11921.47,36,1080,9.42,381.43,588,18,3248.99,11.74
409,2024-09-18 22:59:32.226633,Empréstimo Pessoal,14709.32,36,1080,19.03,539.41,496,18,1349.38,39.97
410,2026-09-06 22:59:32.226633,Crédito Rotativo,20161.92,12,360,15.45,1824.06,462,36,3640.74,50.1
411,2025-09-27 22:59:32.226633,Empréstimo Pessoal,23606.84,48,1440,15.71,665.52,721,55,10103.21,6.59
412,2025-06-18 22:59:32.226633,Empréstimo Consignado,5433.22,24,720,9.461417789513792,249.37,462,23,3882.26,6.42
413,2025-11-01 22:59:32.226633,Empréstimo Pessoal,3915.54,48,1440,12.53,104.13,613,18,2717.58,3.83
414,2025-05-30 22:59:32.226633,Crédito Rotativo,37128.55,48,1440,16.56,1062.91,694,49,9395.35,11.31
415,2024-10-18 22:59:32.226633,Empréstimo Consignado,17428.31,24,720,15.072313545709891,845.64,669,45,3898.93,21.69
416,2026-01-08 22:59:32.226633,Financiamento Veículo,7340.86,12,360,13.19,656.32,693,29,3438.83,19.09
417,2026-07-22 22:59:32.226633,Financiamento Veículo,46208.62,48,1440,18.16,1361.24,672,30,5456.81,24.95
418,2026-08-31 22:59:32.226633,Empréstimo Pessoal,14655.04,36,1080,8.0,459.24,778,30,8429.77,5.45
419,2025-10-28 22:59:32.226633,Crédito Rotativo,34318.43,12,360,12.12,3051.08,555,43,26035.06,11.72
420,2025-02-23 22:59:32.226633,Empréstimo Pessoal,14101.19,84,2520,18.72,302.36,582,34,8769.76,3.45
421,2024-11-13 22:59:32.226633,Empréstimo Consignado,69466.39,12,360,11.777362302404399,6164.77,573,48,11068.83,55.69
422,2025-09-28 22:59:32.226633,Crédito Rotativo,54408.34,48,1440,15.12,1517.54,733,18,3448.94,44.0
423,2025-03-27 22:59:32.226633,Crédito Rotativo,10947.09,84,2520,11.63,191.09,740,32,2396.81,7.97
424,2026-08-03 22:59:32.226633,Crédito Rotativo,29064.03,24,720,14.1,1396.82,695,28,5133.96,27.21
425,2024-09-19 22:59:32.226633,Empréstimo Consignado,22388.46,12,360,12.598171468042212,1995.46,768,39,5297.65,37.67
426,2025-08-20 22:59:32.226633,Empréstimo Consignado,39930.88,12,360,13.666315533258869,3579.01,532,36,2310.09,154.93
427,2025-11-28 22:59:32.226633,Empréstimo Pessoal,6173.75,24,720,16.07,302.49,817,52,4347.23,6.96
428,2025-11-25 22:59:32.226633,Crédito Rotativo,23128.97,12,360,9.7,2030.18,802,20,6499.77,31.23
429,2025-02-16 22:59:32.226633,Empréstimo com Garantia,31155.3,48,1440,11.17,807.8,724,43,6325.06,12.77
430,2025-04-13 22:59:32.226633,Crédito Rotativo,3271.51,12,360,12.77,291.85,828,49,6995.35,4.17
431,2024-11-04 22:59:32.226633,Empréstimo Pessoal,5184.32,36,1080,16.14,182.62,484,64,6025.02,3.03
432,2025-04-17 22:59:32.226633,Empréstimo Consignado,2613.94,84,2520,10.739501409991128,44.4,598,36,3446.43,1.29
433,2025-10-16 22:59:32.226633,Empréstimo Consignado,10769.51,60,1800,13.728496769397273,249.07,576,46,3429.84,7.26
434,2024-08-03 22:59:32.226633,Empréstimo Pessoal,23719.05,48,1440,12.32,628.35,722,20,2123.32,29.59
435,2024-12-13 22:59:32.226633,Empréstimo Consignado,44439.57,24,720,8.0,2009.88,545,18,17142.95,11.72
436,2026-03-20 22:59:32.226633,Financiamento Veículo,14175.58,48,1440,10.24,361.17,726,52,4961.26,7.28
437,2025-01-08 22:59:32.226633,Financiamento Veículo,49162.8,36,1080,15.98,1727.93,787,42,4199.0,41.15
438,2024-03-29 22:59:32.226633,Empréstimo com Garantia,4428.95,36,1080,12.69,148.57,720,56,2565.34,5.79
439,2024-05-18 22:59:32.226633,Empréstimo com Garantia,3419.65,12,360,11.19,302.54,678,26,38367.29,0.79
440,2026-01-20 22:59:32.226633,Empréstimo Pessoal,12779.04,60,1800,23.59,364.59,551,48,2318.49,15.73
441,2026-08-06 22:59:32.226633,Financiamento Veículo,18165.01,36,1080,23.8,710.76,565,64,3640.25,19.53
442,2025-05-11 22:59:32.226633,Empréstimo Pessoal,13014.82,24,720,9.5,597.57,775,47,6575.37,9.09
443,2026-02-14 22:59:32.226633,Financiamento Imóvel,91591.46,300,9000,8.0,706.92,728,45,7481.2,9.45
444,2025-10-19 22:59:32.226633,Empréstimo com Garantia,12440.39,36,1080,20.12,463.09,646,42,9609.93,4.82
445,2024-07-07 22:59:32.226633,Empréstimo Consignado,4705.2,60,1800,10.560020933556121,101.27,608,23,17419.16,0.58
446,2024-02-16 22:59:32.226633,Financiamento Imóvel,81685.13,120,3600,23.01,1744.93,447,58,7004.52,24.91
447,2026-06-15 22:59:32.226633,Empréstimo Pessoal,17912.94,48,1440,10.14,455.52,543,35,2346.73,19.41
448,2026-04-13 22:59:32.226633,Empréstimo com Garantia,6298.69,12,360,15.64,570.41,841,48,4105.73,13.89
449,2026-07-18 22:59:32.226633,Empréstimo com Garantia,8856.5,36,1080,11.5,292.05,522,23,6096.58,4.79
450,2026-01-09 22:59:32.226633,Empréstimo Pessoal,5725.18,36,1080,18.27,207.76,669,28,20905.3,0.99
451,2026-02-07 22:59:32.226633,Empréstimo Consignado,12706.34,12,360,10.15187438531787,1117.99,751,59,1847.4,60.52
452,2024-08-16 22:59:32.226633,Crédito Rotativo,28684.55,24,720,12.73,1360.08,525,38,11404.96,11.93
453,2026-03-30 22:59:32.226633,Crédito Rotativo,6071.85,48,1440,12.6,161.69,668,59,5574.4,2.9
454,2024-05-20 22:59:32.226633,Empréstimo Pessoal,19994.99,12,360,16.55,1819.37,744,41,8835.04,20.59
